index;Regon;Typ;Nazwa;Województwo;Powiat;Gmina;Kod Pocztowy;Miasto;Ulica;Informacja u usniętym wpisie
727;021951354;F;HASSANY NASR MAHMOUD SALMAN;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;53-009;Wrocław;ul. Borówczana 14;wpis wykreślony
728;021810369;F;JOANNA KRYSZTOFORSKA CONSULTING;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;53-009;Wrocław;ul. Borówczana 21;wpis wykreślony
729;932935321;F;"""DELTASOFT"" JACEK KACZMAREK";DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;53-009;Wrocław;ul. Borówczana 32;wpis wykreślony
730;008479150;P;"PRZEDSIĘBIORSTWO OBROTU TOWAROWEGO""WING""SP.Z O.O.WROCŁAW";DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;53-009;Wrocław;ul. Borówczana 48;wpis wykreślony
731;931087026;P;"""CHRISTOPHORUS TOURS"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ";DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;53-008;Wrocław;ul. Borówczana 27;wpis wykreślony
732;930111751;F;RYSZARD PLAN INDWIDUALNA SPECJALISTYCZNA PRAKTYKA LEKARSKA;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;53-009;Wrocław;ul. Borówczana 26;wpis wykreślony
733;930127580;F;KAZIMIERZ FRYC ZAKŁAD REMONTOWO-PRODUKCYJNY BUDOWNICTWA OGÓLNO-INSTALACYJNEGO;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;53-009;Wrocław;ul. Borówczana 33;wpis wykreślony
734;930049874;F;WYTWARZANIE GALANTERII OZDOBNEJ,HANDEL DETALICZNY KRAUZ MARIA;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;53-009;Wrocław;ul. Borówczana 19;wpis wykreślony
735;001411188;P;"PRZEDSIĘBIORSTWO ROBÓT TELEKOMUNIKACYJNYCH I ELEKTROENERGETYCZNYCH ""PROTEL"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ";DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;50-514;Wrocław;ul. bp. Bernarda Bogedaina 10;----------------
736;020695268;P;TOWARZYSTWO POMOCY IM. ŚW. BRATA ALBERTA KOŁO WROCŁAWSKIE;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;50-514;Wrocław;ul. bp. Bernarda Bogedaina 5;----------------
737;021126992;F;SŁAWOMIR KĘPA;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;50-514;Wrocław;ul. bp. Bernarda Bogedaina 8;----------------
738;021128011;F;JERZY JANECZEK;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;50-514;Wrocław;ul. bp. Bernarda Bogedaina 8;----------------
739;021285348;F;KĘPA ANNA;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;50-514;Wrocław;ul. bp. Bernarda Bogedaina 8;----------------
740;021298428;F;WĄSIK MIROSŁAWA;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;50-514;Wrocław;ul. bp. Bernarda Bogedaina 8;----------------
741;021712158;F;INSANE KRZYSZTOF PIOTROWSKI;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;50-514;Wrocław;ul. bp. Bernarda Bogedaina 3 lok. 117;----------------
742;022092315;P;"FUNDACJA ""HOMO SACER""";DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;50-514;Wrocław;ul. bp. Bernarda Bogedaina 5;----------------
743;022340813;P;WROTERM SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;50-514;Wrocław;ul. bp. Bernarda Bogedaina 3;----------------
744;022455203;P;APPFORMATION SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;50-514;Wrocław;ul. bp. Bernarda Bogedaina 3;----------------
745;146984606;F;ENVILAB-EKO Norbert Dąbrowski;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;50-514;Wrocław;ul. bp. Bernarda Bogedaina 3;----------------
746;361624169;F;BESTMAX KAMILA HAJDAMOWICZ;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;50-514;Wrocław;ul. bp. Bernarda Bogedaina 3;----------------
747;361817046;P;WROCŁAWSKA SPÓŁDZIELNIA SOCJALNA;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;50-514;Wrocław;ul. bp. Bernarda Bogedaina 5;----------------
748;363057094;P;FRESHLOG SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;50-514;Wrocław;ul. bp. Bernarda Bogedaina 3;----------------
749;363663363;P;LECH-POL INVEST COMPANY SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;50-514;Wrocław;ul. bp. Bernarda Bogedaina 1;----------------
750;364137458;P;UTHGRA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;50-514;Wrocław;ul. bp. Bernarda Bogedaina 3 lok. 12;----------------
751;364949736;P;SZOK SZYBKA OBSŁUGA KSIĘGOWA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;50-514;Wrocław;ul. bp. Bernarda Bogedaina 3;----------------
752;368707912;F;Patrycja Rusin;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;50-514;Wrocław;ul. bp. Bernarda Bogedaina 3 lok. 114;----------------
753;387066298;P;AROMA DM SP. Z O.O. SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;50-514;Wrocław;ul. bp. Bernarda Bogedaina 3;----------------
754;930003240;P;"DRUKARNIA ""JAKS"" S.C. SŁAWOMIR KĘPA, JERZY JANECZEK";DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;50-514;Wrocław;ul. bp. Bernarda Bogedaina 8;----------------
755;930264667;P;MBS SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;50-514;Wrocław;ul. bp. Bernarda Bogedaina 4-6;----------------
756;931519922;F;"WIESŁAW DZIEDZIC ""DeWi Art""";DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;50-514;Wrocław;ul. bp. Bernarda Bogedaina 8;----------------
757;93282932300042;LF;BRABUS MICHAŁ MUSZYŃSKI;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;50-514;Wrocław;ul. bp. Bernarda Bogedaina 3 lok. 120;----------------
758;932925765;P;"USŁUGI FINANSOWO-KSIĘGOWE ""AD REM"" S.C. ANNA KĘPA, MIROSŁAWA WĄSIK";DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;50-514;Wrocław;ul. bp. Bernarda Bogedaina 8;----------------
759;932818779;F;"""ZAKŁAD REMONTOWO-BUDOWLANY"" BANASIK ARKADIUSZ";DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;50-514;Wrocław;ul. bp. Bernarda Bogedaina 5;wpis wykreślony
760;931514304;F;JAROSŁAW OTRĘBSKI P.H.U SEECODE;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;50-514;Wrocław;ul. bp. Bernarda Bogedaina 5;wpis wykreślony
761;271755547;F;ZBIGNIEW KOŹLUK Wielobranźowe Przedsiębiorstwo Handlowo-Usługowe;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;50-514;Wrocław;ul. bp. Bernarda Bogedaina 5;wpis wykreślony
762;360968470;F;MEDIA-ELEKTRONIK Monika Kwaczyńska;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;50-514;Wrocław;ul. bp. Bernarda Bogedaina 3 lok. 102;wpis wykreślony
763;390929104;F;Instrumenty, nagłośnienie - serwisRyszard Bander;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;50-514;Wrocław;ul. bp. Bernarda Bogedaina 5;wpis wykreślony
764;932082083;P;"""EXPERT - GROUP"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ";DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;50-514;Wrocław;ul. bp. Bernarda Bogedaina 3;wpis wykreślony
765;932804760;F;"""MAT - POL"" MATYSIK CZESŁAW";DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;50-514;Wrocław;ul. bp. Bernarda Bogedaina 5;wpis wykreślony
766;020637650;F;BIURO INWESTORSKIE ARKADY LECH PIŃSKI;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;52-130;Wrocław;ul. Braci Hofmannów 14;----------------
767;022275040;F;Indywidualna Praktyka Stomatologiczna Patrycja Pajączkowska;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;52-130;Wrocław;ul. Braci Hofmannów 8;----------------
768;367256695;F;Filip Pajączkowski Networking Solutions;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;52-130;Wrocław;ul. Braci Hofmannów 8;----------------
769;930958074;F;BTLocum Serwis - ŻANETA STANULA;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;52-130;Wrocław;ul. Braci Hofmannów 5;----------------
770;020055698;F;STALWART Doradztwo i Szkolenia Łukasz Starzyński;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;53-015;Wrocław;ul. Braterska 25 lok. 3;----------------
771;020097001;F;Trofmo - Dariusz Gall;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;53-015;Wrocław;ul. Braterska 17 lok. 2;----------------
772;020113250;F;PAYROLL - AGNIESZKA DECEWICZ;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;53-015;Wrocław;ul. Braterska 13 lok. 1;----------------
773;020421157;F;PREMIUM CAR PAWEŁ SMOLAKOWSKI;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;53-015;Wrocław;ul. Braterska 6;----------------
774;020433367;F;PAWEŁ PIEKARZ INDYWIDUALNA PRAKTYKA LEKARSKA;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;53-015;Wrocław;ul. Braterska 21 lok. 4;----------------
775;020474410;F;GABINET PSYCHOLOGICZNY IWONA LECZYCKA-PIEKARZ;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;53-015;Wrocław;ul. Braterska 21 lok. 4;----------------
776;020506959;F;PG Corp PIOTR GRYGIEL;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;53-015;Wrocław;ul. Braterska 15 lok. 6;----------------
777;020564388;F;"""RODAN"" ROMAN MINCER";DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;55-015;Wrocław;ul. Braterska 14A lok. 8;----------------
778;020636857;P;WSPÓLNOTA MIESZKANIOWA UL. BRATERSKA 7-27;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;53-015;Wrocław;ul. Braterska 25;----------------
779;02067014000027;LF;Paweł Grabowski;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;55-015;Wrocław;ul. Braterska 16 lok. 36;----------------
780;020894460;P;ORFIN STUDIO ROKSANA ORFIN-GRABOWSKA PAWEŁ GRABOWSKI SPÓŁKA CYWILNA;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;53-015;Wrocław;ul. Braterska 16 lok. 36;----------------
781;02089887600027;LP;FINROYAL SERVICE SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;53-015;Wrocław;ul. Braterska 6;----------------
782;020946730;F;HYDROINŻYNIERIA Piotr Niesobski;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;53-015;Wrocław;ul. Braterska 25 lok. 7;----------------
783;021150393;F;Yellow Point Publications Natalia Sawicka;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;53-015;Wrocław;ul. Braterska 13 lok. 5;----------------
784;021340691;P;"""PIT TRANSPORT"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ";DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;53-015;Wrocław;ul. Braterska 6;----------------
785;021412367;P;STOWARZYSZENIE MŁODZI PROFESJONALNI;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;53-015;Wrocław;ul. Braterska 11 lok. 2;----------------
786;021944822;F;AUTO NAPRAWA Marcin Kalita;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;53-015;Wrocław;ul. Braterska 6;----------------
787;160171631;F;"PAWEŁ ORLIŃSKI PRZEDSIĘBIORSTWO HANDLOWO - USŁUGOWE ""MOTO ZONE""";DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;53-015;Wrocław;ul. Braterska 6;----------------
788;24106169600031;LF;ROTRONIC TOMASZ ROKITA;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;53-015;Wrocław;ul. Braterska 6;----------------
789;27117273900049;LP;AKMA-BROKERS SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;53-015;Wrocław;ul. Braterska 19 lok. 7;----------------
790;290352330;F;JANUSZ MAJ KLINEX;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;53-015;Wrocław;ul. Braterska 15 lok. 2;----------------
791;290845340;F;SKOLIO JACEK STANISZEWSKI;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;53-015;Wrocław;ul. Braterska 16 lok. 5;----------------
792;33001313900345;LP;"""NORDGLASS"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ II ODDZIAŁ WE WROCŁAWIU";DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;53-015;Wrocław;ul. Braterska 6;----------------
793;33001313900495;LP;"""NORDGLASS"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ III ODDZIAŁ WE WROCŁAWIU";DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;51-166;Wrocław;ul. Braterska 6;----------------
794;360634668;F;"Usługi kosmetyczne ""Diana piękne rzęsy"" Diana Trochonowicz";DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;53-015;Wrocław;ul. Braterska 14b lok. 6;----------------
795;363094391;P;"""MD AQUA"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ";DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;53-015;Wrocław;ul. Braterska 16 lok. 20;----------------
796;363456150;F;Softo Piotr Tarczyński;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;53-015;Wrocław;ul. Braterska 7 lok. 7;----------------
797;364577625;F;MATEUSZ OLSZAK;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;53-030;Wrocław;ul. Braterska 16 lok. 19;----------------
798;366898776;F;Spoko Firma Michał Sypko;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;53-015;Wrocław;ul. Braterska 14 lok. 4;----------------
799;367760117;P;HYDROINŻYNIERIA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;53-015;Wrocław;ul. Braterska 25 lok. 7;----------------
800;369432311;F;MIROSŁAW PISULA;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;53-015;Wrocław;ul. Braterska 6;----------------
801;38064468000012;LF;DOMINIKA NOWAKOWSKA;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;53-015;Wrocław;ul. Braterska 16 lok. 33;----------------
802;382158759;P;EXOTIC CAR SERVICE SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;53-015;Wrocław;ul. Braterska 6;----------------
803;382740146;P;STOWARZYSZENIE KOREAŃSKIE WE WROCŁAWIU;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;53-015;Wrocław;ul. Braterska 15 lok. 4;----------------
804;383734484;F;Mariusz Rodziewicz;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;53-015;Wrocław;ul. Braterska 17 lok. 1;----------------
805;384888203;F;VITAL HRES;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;53-015;Wrocław;ul. Braterska 19 lok. 5;----------------
806;387151041;F;FREEWO EWELINA WOLNA;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;53-015;Wrocław;ul. Braterska 16 lok. 17;----------------
807;387582640;F;DCSOFT MICHAŁ DECEWICZ;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;53-015;Wrocław;ul. Braterska 13 lok. 1;----------------
808;41149532500063;LP;JMK ODDZIAŁ WROCŁAW;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;53-015;Wrocław;ul. Braterska 6;----------------
809;63984589500047;LF;"ROBERT PIERZYŃSKI ""ASBUS""";DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;53-015;Wrocław;ul. Braterska 6;----------------
810;651541401;F;SIZAL SOFT MAREK HORBAŃ;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;53-015;Wrocław;ul. Braterska 9 lok. 7;----------------
811;89067486400060;LF;RODIS MIECZYSŁAW RODZIEWICZ;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;53-015;Wrocław;ul. Braterska 17 lok. 1;----------------
812;891528082;F;TOMASZ PURTAK Mortal Pro;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;53-015;Wrocław;ul. Braterska 7 lok. 6;----------------
813;930321201;F;LEMAR-BUD Maria Drążkiewicz-Ziomber;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;53-015;Wrocław;ul. Braterska 11 lok. 4;----------------
814;930587324;F;"CZESŁAW ROSZKA ""SOKOLA""";DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;53-015;Wrocław;ul. Braterska 6;----------------
815;930819728;F;ROKSANA ORFIN-GRABOWSKA STUDIO ORFIN;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;55-015;Wrocław;ul. Braterska 16 lok. 36;----------------
816;932258748;F;BON NIERUCHOMOŚCI ANNA SMORCZEWSKA;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;53-015;Wrocław;ul. Braterska 9 lok. 4;----------------
817;932766108;F;GOSPODARSTWO ROLNE;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;53-015;Wrocław;ul. Braterska 14B lok. 1;----------------
818;93290168700024;LF;BOGUSŁAW ROBASZKIEWICZ;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;53-030;Wrocław;ul. Braterska 14 lok. 3;----------------
819;932213763;F;"""PRZEDSIĘBIORSTWO WIELOBRANŻOWE"" STOCZKOWSKA-BACZYŃSKA WANDA";DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;53-030;Wrocław;ul. Braterska 14 lok. 7;wpis wykreślony
820;933012860;P;PRO-MOT S.C. SZCZYGIEŁ KRZYSZTOF, SZCZYGIEŁ MIROSŁAWA;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;53-015;Wrocław;ul. Braterska 6;wpis wykreślony
821;020774269;F;SALSOFT ALEKSY STRZELCZYK;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;53-015;Wrocław;ul. Braterska 15 lok. 5;wpis wykreślony
822;020075117;F;VON HUSZCZA JACEK;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;53-015;Wrocław;ul. Braterska 21 lok. 2;wpis wykreślony
823;930907208;F;"""OPTIMUM"" BIURO USŁUG GOSPODARCZYCH DECEWICZ SŁAWOMIR";DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;53-015;Wrocław;ul. Braterska 13 lok. 1;wpis wykreślony
824;02020010800039;LF;INDYGO MEDIA JACEK LEWANDOWSKI;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;53-015;Wrocław;ul. Braterska 25 lok. 7;wpis wykreślony
825;34063591000023;LF;TOMASZ JĘDRZEJCZAK;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;54-705;Wrocław;ul. Braterska 6;wpis wykreślony
826;277124233;F;RAFAŁ SKUPIEŃ BROKER UBEZPIECZENIOWY;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;53-015;Wrocław;ul. Braterska 19 lok. 7;wpis wykreślony
827;932947407;F;"""ORPHEUS"" DORADZTWO GOSPODARCZE Arkadiusz Mieszczak";DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;53-015;Wrocław;ul. Braterska 23 lok. 1;wpis wykreślony
828;020283726;F;PIOTR SZUMIŃSKI PIT TRANSPORT;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;53-015;Wrocław;ul. Braterska 6;wpis wykreślony
829;022523809;F;FIRMA HANDLOWO-USŁUGOWA BOŻENA OMASTA;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;53-030;Wrocław;ul. Braterska 14A lok. 2;wpis wykreślony
830;090438189;F;TRI CIRCLE CONCEPT TOMASZ KANARKOWSKI;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;53-015;Wrocław;ul. Braterska 17 lok. 3;wpis wykreślony
831;932790970;F;"""LEMAR - BUD"" LESZEK ZIOMBER";DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;53-030;Wrocław;ul. Braterska 11;wpis wykreślony
832;022298695;F;ANNA FERENS;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;53-015;Wrocław;ul. Braterska 19 lok. 5;wpis wykreślony
833;022330878;F;Małgorzata Szumiło;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;53-030;Wrocław;ul. Braterska 16 lok. 21;wpis wykreślony
834;730333794;F;",, TKEY"" Tomasz Kmiecik";DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;53-015;Wrocław;ul. Braterska 25 lok. 2;wpis wykreślony
835;022036179;F;iTePe Piotr Tekiela;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;53-015;Wrocław;ul. Braterska 11 lok. 6;wpis wykreślony
836;022297626;F;Agnieszka Dończyk;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;53-015;Wrocław;ul. Braterska 19 lok. 5;wpis wykreślony
837;022299105;P;FRANK&PHIL JAROSŁAW FERENS, AGNIESZKA DOŃCZYK S.C.;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;53-015;Wrocław;ul. Braterska 19 lok. 5;wpis wykreślony
838;022099027;F;Praktyka Lekarska Dorota Cichosz;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;53-015;Wrocław;ul. Braterska 17 lok. 6;wpis wykreślony
839;02080951300030;LF;Podatkowa Księgowość Biznesowa Dorota Gąsior;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;53-015;Wrocław;ul. Braterska 23 lok. 2;wpis wykreślony
840;631161217;F;OPONIX Zbigniew Piechnik;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;53-015;Wrocław;ul. Braterska 21 lok. 1;wpis wykreślony
841;364460308;F;MATEUSZ FISZER LUX CARS;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;53-015;Wrocław;ul. Braterska 16 lok. 31;wpis wykreślony
842;022177483;F;GLOBAL TRADER PAULINA STRASZEWSKA;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;53-015;Wrocław;ul. Braterska 16 lok. 20;wpis wykreślony
843;24132206200099;LF;ATUTA ŁUKASZ DYNGOSZ;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;53-015;Wrocław;ul. Braterska 6;wpis wykreślony
844;932727019;F;RAFAŁ WISZNIEWSKI ANRAF;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;53-015;Wrocław;ul. Braterska 9 lok. 2;wpis wykreślony
845;02194663700024;LF;GAJEK KRYSTIAN;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;53-015;Wrocław;ul. Braterska 6;wpis wykreślony
846;27188634400068;LF;DZIEDZIC JACEK NETHURT.PL;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;53-015;Wrocław;ul. Braterska 6;wpis wykreślony
847;020492803;F;TM Group MARTA CIECIORKO;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;53-015;Wrocław;ul. Braterska 16 lok. 25;wpis wykreślony
848;005987815;P;"""VETEX"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ W LIKWIDACJI";DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;52-019;Wrocław;ul. Brochowska 21;----------------
849;006326820;P;"PRZEDSIĘBIORSTWO PRODUKCJI RÓŻNEJ HANDLU I USŁUG ""ELJA"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ";DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;52-019;Wrocław;ul. Brochowska 4;----------------
850;020472522;F;WŁADYSŁAW KOGUT;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;52-019;Wrocław;ul. Brochowska 3;----------------
851;020581352;F;MARIUSZ ŚNIATOWSKI SM - SYSTEMY WENTYLACYJNE I KLIMATYZACYJNE;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;52-019;Wrocław;ul. Brochowska 21;----------------
852;020638081;P;KBZM SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;52-019;Wrocław;ul. Brochowska 21 lok. 7;----------------
853;020694323;P;AB HEARING SOLUTIONS LIMITED SPÓŁKA KOMANDYTOWO-AKCYJNA;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;52-019;Wrocław;ul. Brochowska 21;----------------
854;021336117;P;"""MODERATOR-KRZYSZTOF RZOŃCA"" SPÓŁKA KOMANDYTOWA";DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;52-019;Wrocław;ul. Brochowska 21 lok. 22;----------------
855;021416187;F;"P-H-U ""TOM-BAU"" TOMASZ STUDENNY";DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;52-013;Wrocław;ul. Brochowska 21;----------------
856;021625695;F;ŁUKASZ ŻYGADŁO;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;52-019;Wrocław;ul. Brochowska 21D;----------------
857;021790922;P;ELECTREECITY SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;52-019;Wrocław;ul. Brochowska 21;----------------
858;021886444;F;ROBERT SKRZYPCZAK;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;52-019;Wrocław;ul. Brochowska 21;----------------
